Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss (in Million $),Incident Resolution Time (in Ho,Number of Affected Users,Region,Incident Cost Per User ($),Attack Velocity (Per Hour),Financial Loss Score,Resolution Speed Score,User Impact Score,Overal Severity Score,Attack Complexity Score,Vulnerability Complexity Score,Overall Complexity Score,Geopolitical Risk Score
France,2020,Ransomware,Education,Unknown,Zero-day,Firewall,48.48,46,171744,Western Europe,282.28,3734,1,2,1,1,2,3,3,2
Russia,2021,DDoS,Government,Unknown,Unpatched Software,Antivirus,67.48,46,280453,Eastern Europe,240.61,6097,1,2,2,2,2,2,2,5
China,2023,SQL Injection,Telecommunications,Hacker Group,Social Engineering,VPN,0,46,256372,East Asia,0,5573,1,2,2,2,3,1,2,4
Brazil,2018,Ransomware,Banking,Nation-state,Social Engineering,Antivirus,146.73,46,212130,South America,691.7,4612,2,2,1,2,2,1,2,3
UK,2015,Man-in-the-Middle,IT,Nation-state,Zero-day,VPN,59.37,46,135851,Northern Europe,437.02,2953,1,2,1,1,3,3,3,2
Australia,2019,Man-in-the-Middle,Banking,Nation-state,Social Engineering,Encryption,63.79,46,145894,Oceania,437.24,3172,1,2,1,1,3,1,2,1
France,2021,Man-in-the-Middle,Education,Nation-state,Unpatched Software,Firewall,0,46,121360,Western Europe,0,2638,1,2,1,1,3,2,3,2
France,2024,DDoS,Retail,Unknown,Zero-day,Firewall,39.06,46,163074,Western Europe,239.52,3545,1,2,1,1,2,3,3,2
China,2017,Malware,IT,Nation-state,Zero-day,VPN,116.73,46,357464,East Asia,326.55,7771,1,2,2,2,2,3,3,4
Japan,2022,Ransomware,IT,Insider,Weak Passwords,VPN,185.42,46,249591,East Asia,742.9,5426,2,2,2,2,2,1,2,2
UK,2024,Phishing,IT,Nation-state,Social Engineering,Antivirus,46.8,46,420988,Northern Europe,111.17,9152,1,2,2,2,1,1,1,2
India,2015,Ransomware,IT,Hacker Group,Zero-day,Firewall,113.89,46,178454,South Asia,638.2,3879,1,2,1,1,2,3,3,4
China,2021,Malware,Education,Nation-state,Unpatched Software,Encryption,78.53,46,336193,East Asia,233.59,7309,1,2,2,2,2,2,2,4
Australia,2023,DDoS,IT,Unknown,Weak Passwords,Antivirus,74.26,46,193677,Oceania,383.42,4210,1,2,1,1,2,1,2,1
Germany,2022,Malware,Banking,Insider,Social Engineering,VPN,99.52,46,356230,Western Europe,279.37,7744,1,2,2,2,2,1,2,2
Germany,2024,Malware,Government,Hacker Group,Unpatched Software,Antivirus,90.61,46,339970,Western Europe,266.52,7391,1,2,2,2,2,2,2,2
Australia,2021,Ransomware,Retail,Insider,Unpatched Software,Antivirus,68.18,46,173314,Oceania,393.39,3768,1,2,1,1,2,2,2,1
India,2017,Malware,Government,Nation-state,Unpatched Software,Antivirus,105.92,46,238323,South Asia,444.44,5181,1,2,2,2,2,2,2,4
India,2021,Ransomware,Healthcare,Insider,Zero-day,AI-based Detection,148.23,47,267255,South Asia,554.64,5686,2,2,2,2,2,3,3,4
Australia,2020,Ransomware,Banking,Insider,Zero-day,Antivirus,171.67,47,256829,Oceania,668.42,5464,2,2,2,2,2,3,3,1
Germany,2016,Phishing,Banking,Nation-state,Weak Passwords,Encryption,133.21,47,284122,Western Europe,468.85,6045,2,2,2,2,1,1,1,2
Brazil,2021,DDoS,IT,Unknown,Weak Passwords,Encryption,85.05,47,267520,South America,317.92,5692,1,2,2,2,2,1,2,3
China,2020,Phishing,Education,Hacker Group,Zero-day,Encryption,42.48,47,283091,East Asia,150.06,6023,1,2,2,2,1,3,2,4
USA,2015,DDoS,Banking,Insider,Unpatched Software,AI-based Detection,153.56,47,257463,Northern America,596.44,5478,2,2,2,2,2,2,2,3
Japan,2016,Malware,Telecommunications,Insider,Weak Passwords,Antivirus,97.06,47,187298,East Asia,518.21,3985,1,2,1,1,2,1,2,2
Australia,2023,Malware,Education,Unknown,Social Engineering,AI-based Detection,31.31,47,212671,Oceania,147.22,4525,1,2,1,1,2,1,2,1
USA,2016,Man-in-the-Middle,Banking,Nation-state,Weak Passwords,Encryption,114.33,47,243153,Northern America,470.2,5173,1,2,2,2,3,1,2,3
Russia,2019,Man-in-the-Middle,Education,Nation-state,Weak Passwords,AI-based Detection,26.69,47,149365,Eastern Europe,178.69,3178,1,2,1,1,3,1,2,5
France,2021,Phishing,Retail,Nation-state,Social Engineering,Encryption,50.05,47,255297,Western Europe,196.05,5432,1,2,2,2,1,1,1,2
USA,2024,Malware,Telecommunications,Hacker Group,Social Engineering,AI-based Detection,74.4,47,484900,Northern America,153.43,10317,1,2,3,2,2,1,2,3
Germany,2017,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,AI-based Detection,48.99,47,122582,Western Europe,399.65,2608,1,2,1,1,3,2,3,2
Germany,2023,DDoS,IT,Insider,Weak Passwords,Encryption,78.01,47,255836,Western Europe,304.92,5443,1,2,2,2,2,1,2,2
Brazil,2020,DDoS,Telecommunications,Unknown,Social Engineering,VPN,90.29,47,227002,South America,397.75,4830,1,2,2,2,2,1,2,3
Brazil,2018,Malware,Banking,Nation-state,Weak Passwords,Antivirus,171.41,47,288894,South America,593.33,6147,2,2,2,2,2,1,2,3
Brazil,2017,DDoS,IT,Unknown,Zero-day,Firewall,97.52,47,213758,South America,456.22,4548,1,2,1,1,2,3,3,3
Russia,2022,Ransomware,Healthcare,Insider,Zero-day,Antivirus,90.74,47,314350,Eastern Europe,288.66,6688,1,2,2,2,2,3,3,5
UK,2022,DDoS,Government,Unknown,Zero-day,VPN,77.92,47,207502,Northern Europe,375.51,4415,1,2,1,1,2,3,3,2
Germany,2020,DDoS,Government,Hacker Group,Zero-day,VPN,111.62,47,198886,Western Europe,561.23,4232,1,2,1,1,2,3,3,2
France,2023,Ransomware,Retail,Unknown,Unpatched Software,VPN,49.23,47,231304,Western Europe,212.84,4921,1,2,2,2,2,2,2,2
Germany,2017,DDoS,Telecommunications,Insider,Social Engineering,AI-based Detection,94.95,47,162986,Western Europe,582.57,3468,1,2,1,1,2,1,2,2
China,2019,Malware,Telecommunications,Nation-state,Weak Passwords,Encryption,103.79,47,348168,East Asia,298.1,7408,1,2,2,2,2,1,2,4
France,2020,Ransomware,Healthcare,Insider,Zero-day,Firewall,187.22,47,318490,Western Europe,587.84,6776,2,2,2,2,2,3,3,2
India,2019,DDoS,IT,Nation-state,Unpatched Software,Antivirus,170.65,47,389270,South Asia,438.38,8282,2,2,2,2,2,2,2,4
Australia,2019,DDoS,Education,Insider,Unpatched Software,Firewall,88.43,47,126803,Oceania,697.38,2698,1,2,1,1,2,2,2,1
Japan,2022,DDoS,Telecommunications,Unknown,Unpatched Software,Firewall,75.14,47,216418,East Asia,347.2,4605,1,2,1,1,2,2,2,2
Australia,2018,DDoS,Healthcare,Unknown,Zero-day,VPN,131.71,47,159725,Oceania,824.6,3398,2,2,1,2,2,3,3,1
Germany,2023,Malware,Government,Hacker Group,Unpatched Software,VPN,44.99,47,277145,Western Europe,162.33,5897,1,2,2,2,2,2,2,2
India,2024,DDoS,Education,Nation-state,Social Engineering,Firewall,120.59,47,377783,South Asia,319.2,8038,1,2,2,2,2,1,2,4
Australia,2015,Ransomware,Telecommunications,Unknown,Unpatched Software,Encryption,47.67,47,86916,Oceania,548.46,1849,1,2,1,1,2,2,2,1
USA,2022,DDoS,Retail,Insider,Weak Passwords,AI-based Detection,83.28,47,282779,Northern America,294.51,6017,1,2,2,2,2,1,2,3
India,2017,Ransomware,Retail,Unknown,Social Engineering,Antivirus,41.64,47,123073,South Asia,338.34,2619,1,2,1,1,2,1,2,4
Russia,2022,Ransomware,Banking,Insider,Weak Passwords,Encryption,246.17,47,478680,Eastern Europe,514.27,10185,2,2,3,2,2,1,2,5
Russia,2019,Ransomware,IT,Hacker Group,Social Engineering,AI-based Detection,166.64,47,355366,Eastern Europe,468.92,7561,2,2,2,2,2,1,2,5
France,2022,Malware,Retail,Nation-state,Zero-day,Firewall,65.14,47,241713,Western Europe,269.49,5143,1,2,2,2,2,3,3,2
UK,2022,Ransomware,Government,Insider,Weak Passwords,Antivirus,142.26,47,346489,Northern Europe,410.58,7372,2,2,2,2,2,1,2,2
UK,2017,DDoS,Healthcare,Hacker Group,Weak Passwords,AI-based Detection,220.52,47,264780,Northern Europe,832.84,5634,2,2,2,2,2,1,2,2
France,2017,DDoS,Healthcare,Unknown,Social Engineering,Firewall,96.52,47,133621,Western Europe,722.34,2843,1,2,1,1,2,1,2,2
USA,2023,Man-in-the-Middle,IT,Nation-state,Unpatched Software,Encryption,64.62,47,338049,Northern America,191.16,7193,1,2,2,2,3,2,3,3
Japan,2017,Phishing,Government,Hacker Group,Zero-day,AI-based Detection,59.79,47,159862,East Asia,374.01,3401,1,2,1,1,1,3,2,2
Brazil,2024,DDoS,Telecommunications,Unknown,Social Engineering,VPN,40.38,47,250017,South America,161.51,5320,1,2,2,2,2,1,2,3
USA,2015,Ransomware,Retail,Insider,Weak Passwords,Encryption,65.13,47,197654,Northern America,329.52,4205,1,2,1,1,2,1,2,3
UK,2020,DDoS,Education,Unknown,Weak Passwords,Encryption,45.8,47,158378,Northern Europe,289.18,3370,1,2,1,1,2,1,2,2
Russia,2024,DDoS,Education,Insider,Social Engineering,AI-based Detection,67.4,47,346538,Eastern Europe,194.5,7373,1,2,2,2,2,1,2,5
USA,2018,Man-in-the-Middle,Healthcare,Nation-state,Zero-day,Firewall,121.32,47,277141,Northern America,437.76,5897,1,2,2,2,3,3,3,3
Germany,2015,DDoS,IT,Unknown,Unpatched Software,Antivirus,76.49,47,147678,Western Europe,517.95,3142,1,2,1,1,2,2,2,2
India,2024,Ransomware,Retail,Unknown,Social Engineering,Firewall,34.06,47,212031,South Asia,160.64,4511,1,2,1,1,2,1,2,4
India,2017,DDoS,Government,Nation-state,Unpatched Software,Firewall,139.44,47,264857,South Asia,526.47,5635,2,2,2,2,2,2,2,4
USA,2020,Phishing,Education,Nation-state,Social Engineering,Firewall,24.27,47,306396,Northern America,79.21,6519,1,2,2,2,1,1,1,3
Brazil,2015,Malware,Healthcare,Nation-state,Zero-day,VPN,138.67,47,203813,South America,680.38,4336,2,2,1,2,2,3,3,3
Japan,2015,Malware,Healthcare,Unknown,Social Engineering,Firewall,87.28,47,173446,East Asia,503.21,3690,1,2,1,1,2,1,2,2
Japan,2017,Phishing,IT,Nation-state,Social Engineering,VPN,94.32,47,237470,East Asia,397.19,5053,1,2,2,2,1,1,1,2
China,2018,Malware,Education,Insider,Social Engineering,VPN,41.79,48,231954,East Asia,180.17,4832,1,2,2,2,2,1,2,4
USA,2016,Man-in-the-Middle,Retail,Nation-state,Unpatched Software,Antivirus,35.25,48,132533,Northern America,265.97,2761,1,2,1,1,3,2,3,3
Russia,2020,DDoS,Healthcare,Insider,Zero-day,VPN,142.49,48,383806,Eastern Europe,371.26,7996,2,2,2,2,2,3,3,5
UK,2023,Malware,IT,Nation-state,Zero-day,Firewall,100.28,48,396036,Northern Europe,253.21,8251,1,2,2,2,2,3,3,2
Russia,2022,DDoS,Banking,Hacker Group,Weak Passwords,VPN,155.2,48,454054,Eastern Europe,341.81,9459,2,2,3,2,2,1,2,5
India,2019,Malware,Retail,Unknown,Zero-day,Firewall,39.19,48,223110,South Asia,175.65,4648,1,2,1,1,2,3,3,4
Australia,2021,DDoS,Government,Insider,Social Engineering,Encryption,90.85,48,150043,Oceania,605.49,3126,1,2,1,1,2,1,2,1
Brazil,2019,Ransomware,Telecommunications,Insider,Social Engineering,Encryption,158.52,48,218912,South America,724.13,4561,2,2,1,2,2,1,2,3
USA,2016,DDoS,Healthcare,Unknown,Social Engineering,VPN,93.23,48,214165,Northern America,435.32,4462,1,2,1,1,2,1,2,3
Germany,2018,DDoS,Banking,Insider,Zero-day,AI-based Detection,93.42,48,192064,Western Europe,486.4,4001,1,2,1,1,2,3,3,2
UK,2023,DDoS,Education,Insider,Social Engineering,AI-based Detection,66.82,48,213744,Northern Europe,312.62,4453,1,2,1,1,2,1,2,2
Japan,2016,DDoS,Healthcare,Insider,Weak Passwords,AI-based Detection,92.84,48,156718,East Asia,592.4,3265,1,2,1,1,2,1,2,2
USA,2020,DDoS,Education,Unknown,Zero-day,AI-based Detection,29.67,48,196184,Northern America,151.24,4087,1,2,1,1,2,3,3,3
France,2020,DDoS,Healthcare,Insider,Social Engineering,Encryption,99.06,48,167632,Western Europe,590.94,3492,1,2,1,1,2,1,2,2
Germany,2019,Phishing,Healthcare,Hacker Group,Weak Passwords,AI-based Detection,118.07,48,315820,Western Europe,373.85,6580,1,2,2,2,1,1,1,2
France,2019,Man-in-the-Middle,Banking,Nation-state,Weak Passwords,Antivirus,102.23,48,215440,Western Europe,474.52,4488,1,2,1,1,3,1,2,2
Australia,2015,DDoS,IT,Unknown,Social Engineering,Firewall,61.79,48,101557,Oceania,608.43,2116,1,2,1,1,2,1,2,1
Germany,2020,Malware,Government,Insider,Zero-day,VPN,80.07,48,255964,Western Europe,312.82,5333,1,2,2,2,2,3,3,2
Germany,2016,DDoS,Government,Hacker Group,Weak Passwords,VPN,95,48,134170,Western Europe,708.06,2795,1,2,1,1,2,1,2,2
USA,2016,Ransomware,Retail,Unknown,Weak Passwords,Encryption,22.32,48,171793,Northern America,129.92,3579,1,2,1,1,2,1,2,3
India,2021,Ransomware,Education,Insider,Unpatched Software,Firewall,88.01,48,201899,South Asia,435.91,4206,1,2,1,1,2,2,2,4
Japan,2020,Phishing,Education,Hacker Group,Weak Passwords,Antivirus,58.42,48,207724,East Asia,281.24,4328,1,2,1,1,1,1,1,2
Russia,2024,Malware,Banking,Nation-state,Social Engineering,Firewall,147.41,48,435218,Eastern Europe,338.7,9067,2,2,2,2,2,1,2,5
Japan,2023,Man-in-the-Middle,Healthcare,Nation-state,Weak Passwords,VPN,134.68,48,253532,East Asia,531.21,5282,2,2,2,2,3,1,2,2
Russia,2017,Man-in-the-Middle,IT,Hacker Group,Weak Passwords,Antivirus,81.5,48,234103,Eastern Europe,348.14,4877,1,2,2,2,3,1,2,5
Germany,2022,Man-in-the-Middle,Telecommunications,Nation-state,Zero-day,AI-based Detection,48.27,48,239991,Western Europe,201.13,5000,1,2,2,2,3,3,3,2
Russia,2020,Ransomware,Healthcare,Unknown,Weak Passwords,VPN,79.43,48,266840,Eastern Europe,297.67,5559,1,2,2,2,2,1,2,5
Australia,2021,Malware,Retail,Insider,Weak Passwords,VPN,51.67,48,208643,Oceania,247.65,4347,1,2,1,1,2,1,2,1
Australia,2023,Phishing,Telecommunications,Nation-state,Zero-day,AI-based Detection,125.72,48,372656,Oceania,337.36,7764,1,2,2,2,1,3,2,1
India,2021,Man-in-the-Middle,Banking,Hacker Group,Social Engineering,VPN,64.21,48,235352,South Asia,272.83,4903,1,2,2,2,3,1,2,4
Russia,2016,Ransomware,Banking,Insider,Zero-day,Encryption,178.76,48,300553,Eastern Europe,594.77,6262,2,2,2,2,2,3,3,5
China,2018,SQL Injection,Education,Nation-state,Social Engineering,Encryption,49.2,48,180881,East Asia,272,3768,1,2,1,1,3,1,2,4
USA,2023,DDoS,IT,Insider,Social Engineering,Firewall,101.11,48,353641,Northern America,285.91,7368,1,2,2,2,2,1,2,3
China,2018,Phishing,Healthcare,Insider,Weak Passwords,Firewall,74.75,48,317141,East Asia,235.7,6607,1,2,2,2,1,1,1,4
Australia,2024,DDoS,Retail,Unknown,Weak Passwords,Firewall,39.47,48,160305,Oceania,246.22,3340,1,2,1,1,2,1,2,1
Japan,2023,Man-in-the-Middle,Banking,Nation-state,Zero-day,VPN,52.41,48,204088,East Asia,256.8,4252,1,2,1,1,3,3,3,2
China,2023,Malware,IT,Unknown,Weak Passwords,Firewall,61.56,48,427321,East Asia,144.06,8903,1,2,2,2,2,1,2,4
USA,2022,DDoS,IT,Insider,Social Engineering,Encryption,98.2,48,335223,Northern America,292.94,6984,1,2,2,2,2,1,2,3
Germany,2016,Ransomware,Telecommunications,Insider,Zero-day,Encryption,108.89,48,186112,Western Europe,585.08,3877,1,2,1,1,2,3,3,2
Japan,2018,DDoS,Telecommunications,Hacker Group,Social Engineering,Firewall,137.48,48,207450,East Asia,662.71,4322,2,2,1,2,2,1,2,2
UK,2023,Malware,Banking,Unknown,Unpatched Software,VPN,61.49,48,347537,Northern Europe,176.93,7240,1,2,2,2,2,2,2,2
Japan,2020,Ransomware,IT,Unknown,Zero-day,Antivirus,94.88,48,178639,East Asia,531.13,3722,1,2,1,1,2,3,3,2
Russia,2017,Man-in-the-Middle,Education,Nation-state,Weak Passwords,Antivirus,64.38,48,150944,Eastern Europe,426.52,3145,1,2,1,1,3,1,2,5
China,2022,DDoS,Government,Unknown,Zero-day,Encryption,34.6,48,340368,East Asia,101.65,7091,1,2,2,2,2,3,3,4
Germany,2024,Malware,Telecommunications,Hacker Group,Unpatched Software,Encryption,117.19,48,391054,Western Europe,299.68,8147,1,2,2,2,2,2,2,2
Japan,2017,DDoS,Healthcare,Hacker Group,Zero-day,VPN,148.4,48,209844,East Asia,707.19,4372,2,2,1,2,2,3,3,2
China,2017,Ransomware,Education,Insider,Social Engineering,Encryption,83.35,49,180900,East Asia,460.75,3692,1,2,1,1,2,1,2,4
UK,2023,Malware,Retail,Hacker Group,Zero-day,VPN,49.4,49,301942,Northern Europe,163.61,6162,1,2,2,2,2,3,3,2
China,2017,DDoS,Education,Insider,Zero-day,VPN,38.03,49,223806,East Asia,169.92,4567,1,2,1,1,2,3,3,4
Japan,2024,Malware,Retail,Unknown,Weak Passwords,Antivirus,23.98,49,247091,East Asia,97.05,5043,1,2,2,2,2,1,2,2
Brazil,2021,DDoS,Banking,Unknown,Weak Passwords,Encryption,71.48,49,248374,South America,287.79,5069,1,2,2,2,2,1,2,3
China,2021,Phishing,Government,Hacker Group,Weak Passwords,Encryption,41.74,49,306382,East Asia,136.24,6253,1,2,2,2,1,1,1,4
Germany,2021,Phishing,Banking,Nation-state,Social Engineering,Encryption,126.05,49,373513,Western Europe,337.47,7623,1,2,2,2,1,1,1,2
Japan,2019,DDoS,Healthcare,Insider,Unpatched Software,VPN,142.86,49,232881,East Asia,613.45,4753,2,2,2,2,2,2,2,2
USA,2021,Ransomware,Education,Unknown,Social Engineering,AI-based Detection,25.85,49,271348,Northern America,95.27,5538,1,2,2,2,2,1,2,3
Japan,2017,Phishing,Telecommunications,Hacker Group,Weak Passwords,AI-based Detection,75.31,49,193612,East Asia,388.97,3951,1,2,1,1,1,1,1,2
Australia,2022,SQL Injection,IT,Hacker Group,Unpatched Software,VPN,55.86,49,185371,Oceania,301.34,3783,1,2,1,1,3,2,3,1
USA,2015,Man-in-the-Middle,IT,Nation-state,Weak Passwords,Antivirus,63.84,49,188421,Northern America,338.82,3845,1,2,1,1,3,1,2,3
UK,2022,DDoS,IT,Unknown,Weak Passwords,AI-based Detection,67.86,49,242342,Northern Europe,280.02,4946,1,2,2,2,2,1,2,2
Japan,2022,Phishing,Telecommunications,Nation-state,Weak Passwords,Antivirus,74.59,49,273893,East Asia,272.33,5590,1,2,2,2,1,1,1,2
Brazil,2024,Ransomware,Healthcare,Hacker Group,Social Engineering,Encryption,175.05,49,306814,South America,570.54,6262,2,2,2,2,2,1,2,3
Russia,2022,Malware,Healthcare,Insider,Weak Passwords,Encryption,149.66,49,389546,Eastern Europe,384.19,7950,2,2,2,2,2,1,2,5
Japan,2018,SQL Injection,IT,Nation-state,Zero-day,AI-based Detection,66.6,49,150052,East Asia,443.85,3062,1,2,1,1,3,3,3,2
India,2022,DDoS,Healthcare,Insider,Unpatched Software,AI-based Detection,167.43,49,422103,South Asia,396.66,8614,2,2,2,2,2,2,2,4
France,2016,Ransomware,IT,Unknown,Unpatched Software,VPN,43.29,49,153994,Western Europe,281.11,3143,1,2,1,1,2,2,2,2
Australia,2016,DDoS,Retail,Insider,Weak Passwords,AI-based Detection,61.89,49,87299,Oceania,708.94,1782,1,2,1,1,2,1,2,1
USA,2022,Ransomware,Government,Unknown,Unpatched Software,AI-based Detection,82.65,49,357192,Northern America,231.39,7290,1,2,2,2,2,2,2,3
India,2017,Phishing,IT,Nation-state,Zero-day,Antivirus,105.05,49,304452,South Asia,345.05,6213,1,2,2,2,1,3,2,4
China,2017,DDoS,Retail,Unknown,Social Engineering,AI-based Detection,43.77,49,246318,East Asia,177.7,5027,1,2,2,2,2,1,2,4
Australia,2023,DDoS,Government,Unknown,Social Engineering,Encryption,73.5,49,162757,Oceania,451.59,3322,1,2,1,1,2,1,2,1
UK,2024,DDoS,Healthcare,Unknown,Unpatched Software,Antivirus,109.17,49,282278,Northern Europe,386.75,5761,1,2,2,2,2,2,2,2
France,2015,Malware,Government,Hacker Group,Social Engineering,AI-based Detection,53.54,49,111200,Western Europe,481.47,2269,1,2,1,1,2,1,2,2
Brazil,2018,Phishing,Education,Nation-state,Zero-day,Antivirus,62.89,49,167545,South America,375.36,3419,1,2,1,1,1,3,2,3
India,2024,Malware,Banking,Nation-state,Weak Passwords,Firewall,150.5,49,462272,South Asia,325.57,9434,2,2,3,2,2,1,2,4
Japan,2018,Ransomware,Education,Unknown,Zero-day,AI-based Detection,39.8,49,94441,East Asia,421.43,1927,1,2,1,1,2,3,3,2
Brazil,2020,Malware,Telecommunications,Unknown,Social Engineering,Antivirus,57.01,49,207815,South America,274.33,4241,1,2,1,1,2,1,2,3
UK,2020,Phishing,Retail,Nation-state,Zero-day,VPN,44.71,49,284805,Northern Europe,156.98,5812,1,2,2,2,1,3,2,2
France,2024,Phishing,Government,Hacker Group,Unpatched Software,Encryption,74.27,49,327232,Western Europe,226.96,6678,1,2,2,2,1,2,2,2
India,2019,DDoS,Government,Insider,Unpatched Software,VPN,69.29,49,235764,South Asia,293.9,4812,1,2,2,2,2,2,2,4
Russia,2020,Phishing,Banking,Nation-state,Unpatched Software,AI-based Detection,79.63,49,259304,Eastern Europe,307.09,5292,1,2,2,2,1,2,2,5
India,2024,Malware,Government,Insider,Weak Passwords,VPN,45.68,49,314346,South Asia,145.32,6415,1,2,2,2,2,1,2,4
Brazil,2015,DDoS,IT,Unknown,Weak Passwords,AI-based Detection,76.83,49,166633,South America,461.07,3401,1,2,1,1,2,1,2,3
Germany,2016,DDoS,Telecommunications,Insider,Unpatched Software,VPN,134.66,49,179450,Western Europe,750.4,3662,2,2,1,2,2,2,2,2
USA,2018,DDoS,IT,Insider,Zero-day,Firewall,115.31,49,286189,Northern America,402.92,5841,1,2,2,2,2,3,3,3
India,2015,DDoS,Healthcare,Insider,Unpatched Software,AI-based Detection,158.29,49,282016,South Asia,561.28,5755,2,2,2,2,2,2,2,4
UK,2018,Ransomware,Telecommunications,Hacker Group,Unpatched Software,Firewall,183.74,49,337167,Northern Europe,544.95,6881,2,2,2,2,2,2,2,2
France,2015,Malware,Education,Nation-state,Unpatched Software,Antivirus,46.16,49,105384,Western Europe,438.02,2151,1,2,1,1,2,2,2,2
Germany,2018,DDoS,Banking,Hacker Group,Unpatched Software,VPN,162.41,49,242007,Western Europe,671.1,4939,2,2,2,2,2,2,2,2
France,2024,Phishing,Retail,Nation-state,Weak Passwords,AI-based Detection,39.16,49,304319,Western Europe,128.68,6211,1,2,2,2,1,1,1,2
UK,2015,DDoS,Telecommunications,Insider,Zero-day,VPN,69.86,49,125990,Northern Europe,554.49,2571,1,2,1,1,2,3,3,2
Germany,2024,Man-in-the-Middle,Banking,Nation-state,Zero-day,Firewall,72.1,50,325473,Western Europe,221.52,6509,1,2,2,2,3,3,3,2
France,2017,Phishing,Banking,Nation-state,Social Engineering,AI-based Detection,111.97,50,278108,Western Europe,402.61,5562,1,2,2,2,1,1,1,2
Japan,2023,Malware,Retail,Hacker Group,Unpatched Software,Firewall,29.63,50,236812,East Asia,125.12,4736,1,2,2,2,2,2,2,2
France,2020,Man-in-the-Middle,Retail,Hacker Group,Zero-day,VPN,32.18,50,145387,Western Europe,221.34,2908,1,2,1,1,3,3,3,2
India,2018,Phishing,Government,Nation-state,Unpatched Software,VPN,77.6,50,240596,South Asia,322.53,4812,1,2,2,2,1,2,2,4
USA,2015,Malware,Retail,Unknown,Unpatched Software,AI-based Detection,23.69,50,192866,Northern America,122.83,3857,1,2,1,1,2,2,2,3
Brazil,2015,Malware,Education,Insider,Social Engineering,Firewall,46.81,50,99689,South America,469.56,1994,1,2,1,1,2,1,2,3
Australia,2015,Malware,Retail,Insider,Zero-day,Antivirus,60.9,50,121266,Oceania,502.2,2425,1,2,1,1,2,3,3,1
Brazil,2021,DDoS,Government,Hacker Group,Zero-day,Antivirus,98.08,50,233313,South America,420.38,4666,1,2,2,2,2,3,3,3
Australia,2020,Phishing,Education,Hacker Group,Zero-day,Firewall,21.6,50,193304,Oceania,111.74,3866,1,2,1,1,1,3,2,1
France,2015,Malware,Banking,Insider,Zero-day,Antivirus,97.61,50,187759,Western Europe,519.87,3755,1,2,1,1,2,3,3,2
Germany,2024,DDoS,Retail,Nation-state,Social Engineering,VPN,97.56,50,253260,Western Europe,385.22,5065,1,2,2,2,2,1,2,2
Brazil,2019,Ransomware,Healthcare,Insider,Unpatched Software,Antivirus,181.64,50,245057,South America,741.22,4901,2,2,2,2,2,2,2,3
